URL imagen Streamer,Nombres Streamers,AVG viewers,Time Streamed,All time peak viewers,Hours watched,Rank,Followers gained,Total followers,Total views
"
<a href=""/avoidingthepuddle"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/avoidingthepuddle-profile_image-8656268d189524ec-300x300.jpeg"">
</a>
 ",AVOIDINGTHEPUDDLE,"4,324","75.6
hours","20,916",327K,655,+1.3K,402K,28.6M
"
<a href=""/wudijo"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/be6060ef-eb4b-4a67-bf61-b9a79eee4ce0-profile_image-300x300.png"">
</a>
",WUDIJO,"2,130","273.5
hours","9,720",583K,656,+5.8K,93.7K,11.3M
"
<a href=""/euriece"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/0a6383c8-1a77-4fb5-b89a-3597744b343f-profile_image-300x300.png"">
</a>
",EURIECE,"3,824","100.5
hours","54,541",384K,657,+7.4K,311K,13.0M
"
<a href=""/roflgator"" target=""_blank"">
 <img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/f40e0bfe-f376-49b1-ad08-7b63f866dabb-profile_image-300x300.png"">
</a>
",ROFLGATOR,"3,392","128
hours","22,168",434K,658,+167,295K,13.4M
"
<a href=""/jujalag"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/4191374b-1f52-4396-8215-cea61ca8a9c5-profile_image-300x300.png"">
</a>
",JUJALAG,"2,932","166.1
hours","8,442",487K,659,+9.5K,370K,6.67M
"
<a href=""/karchez"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/a7e2160e-35d7-4e06-85c7-9b988b7d7ce9-profile_image-300x300.png"">
</a>
",KARCHEZ,"4,091","85.9
hours","57,020",351K,660,+42.9K,1.33M,18.4M
"
<a href=""/sonyelectronics"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/1f13a194-a685-4676-811d-6b214c955041-profile_image-300x300.png"">
</a>
",SONYELECTRONICS,"6,708","6.9
hours","9,657",46.0K,661,+823,1.1K,10
"
<a href=""/farfa"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/831181a5-1c26-4276-bdcf-50e8f6a2bf86-profile_image-300x300.png"">
</a>
",FARFA,"2,436","222.1
hours","8,683",541K,662,+4.0K,95.8K,5.39M
"
<a href=""/kamito_jp"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/99575024-410c-46ad-a452-0e8bbb3eee15-profile_image-300x300.png"">
</a>
",KAMITO_JP,"4,219","78.9
hours","7,741",333K,663,+26.6K,78.5K,200K
"
<a href=""/khaosadam"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/132f0845-1765-40e9-82f5-76c25de85d11-profile_image-300x300.png"">
</a>
",KHAOSADAM,"2,549","206.8
hours","11,294",527K,664,+2.8K,89.2K,2.71M
"
<a href=""/raxxanterax"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/e49dd78d-22be-4fd2-a6f0-0361bc408eb1-profile_image-300x300.png"">
</a>
",RAXXANTERAX,"2,280","244.5
hours","8,298",558K,665,+5.9K,80.4K,9.03M
"
<a href=""/rainteaorwhatever"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/b6591010-ef56-499d-8aff-9721d9966ad6-profile_image-300x300.png"">
</a>
",嵐提,"6,549","8.8
hours","9,812",57.5K,666,+4.0K,46.7K,321K
"
<a href=""/real_bazzi"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/9e152b28-50e2-471e-9ab0-276adbbc6917-profile_image-300x300.png"">
</a>
",REAL_BAZZI,"3,316","131
hours","62,206",434K,667,+2.4K,287K,9.33M
"
<a href=""/rooftopcat99"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/8e9fc265-15f1-4f39-80f4-83f8a0832b06-profile_image-300x300.png"">
</a>
",옥냥이,"3,282","132.8
hours","15,436",436K,668,+1.5K,308K,27.0M
"
<a href=""/captainpuffy"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/8494423d-e131-4f8a-86df-cd680a990976-profile_image-300x300.png"">
</a>
",CAPTAINPUFFY,"4,881","50.6
hours","128,700",247K,669,+2.2K,1.56M,14.3M
"
<a href=""/twitchgaming"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/77eb821f-2fb6-44c4-94e1-380c008c8a4c-profile_image-300x300.jpeg"">
</a>
",TWITCHGAMING,"6,226","14.4
hours","123,325",89.7K,670,-370,607K,101M
"
<a href=""/ilame"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/ce8be9fe-c33d-412e-aea6-98497a74390b-profile_image-300x300.png"">
</a>
",ILAME,"2,151","262.5
hours","10,780",565K,671,+2.3K,349K,53.8M
"
<a href=""/kroozzns"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/6273a317-17d9-4992-b938-82bb35414a93-profile_image-300x300.png"">
</a>
",KROOZZNS,"2,392","223.6
hours","24,255",535K,672,+28.2K,330K,579K
"
<a href=""/kimdduddi"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/ee387ddb-7abc-45f3-9208-c5f909f26a98-profile_image-300x300.png"">
</a>
",김뚜띠_,"3,301","129.6
hours","8,606",428K,673,+3.8K,193K,13.6M
"
<a href=""/arrozydesgracias"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/296fe1c5-7015-4a82-a50b-ae7ff7584d82-profile_image-300x300.png"">
</a>
",ARROZYDESGRACIAS,"2,934","160.3
hours","10,037",470K,674,+43.2K,85.7K,419K
"
<a href=""/pubg_battlegrounds"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/8c069144-fa7f-40aa-8a75-50d01a03f7b7-profile_image-300x300.png"">
</a>
",PUBG_BATTLEGROUNDS,"4,346","70
hours","184,404",304K,675,+4.0K,1.03M,103M
"
<a href=""/berleezy"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/2f798ff3-aaed-44cb-b0cd-f1ee35abddc8-profile_image-300x300.png"">
</a>
",BERLEEZY,"6,166","14.9
hours","19,361",92.0K,676,+7.4K,567K,3.43M
"
<a href=""/cr1tdota"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/cr1tdota-profile_image-7e4ec45409fd1b1f-300x300.jpeg"">
</a>
",CR1TDOTA,"3,080","146.6
hours","11,484",452K,677,+6.6K,225K,10.4M
"
<a href=""/pow3rtv"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/0da9bbb1-c7e6-436f-9b17-f128fffd875b-profile_image-300x300.png"">
</a>
",POW3RTV,"1,919","304.5
hours","69,396",584K,678,+10.0K,1.89M,76.2M
"
<a href=""/titanlol1"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/5ebf64cd-6155-4fc5-b587-05d195328a4f-profile_image-300x300.png"">
</a>
",TITANLOL1,"3,991","85.4
hours","13,209",341K,679,+12.8K,267K,4.15M
"
<a href=""/solaryfortnite"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/d3641cb0-3380-49cf-b50e-c2975b3533f4-profile_image-300x300.png"">
</a>
",SOLARYFORTNITE,963,"720
hours","175,009",694K,680,+11.1K,2.07M,145M
"
<a href=""/itshafu"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/bc69bcad-e9ce-48de-9326-adba3c052385-profile_image-300x300.png"">
</a>
",ITSHAFU,"2,529","202
hours","67,682",511K,681,+3.5K,1.28M,125M
"
<a href=""/kyo1984123"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/1b64cc8e-cf32-4198-a5e1-96a3b3c96c11-profile_image-300x300.png"">
</a>
",KYO1984123,"2,105","266.1
hours","12,609",560K,682,+1.6K,171K,83.5M
"
<a href=""/by_owl"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/0309f8cb-d20e-4261-9c37-6b84f31260db-profile_image-300x300.png"">
</a>
",BY_OWL,"4,950","46
hours","27,558",227K,683,+8.3K,435K,20.1M
"
<a href=""/dansgaming"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/79c71a35-8944-41d7-b9cd-1aaaae4a53ee-profile_image-300x300.png"">
</a>
",DANSGAMING,"2,646","186.8
hours","58,718",494K,684,+270,833K,149M
"
<a href=""/slakun10"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/e5275ba1-1903-4cd6-a066-3a80b87d22cf-profile_image-300x300.png"">
</a>
",SLAKUN10,"5,486","29.7
hours","86,090",163K,685,+29.5K,4.07M,17.5M
"
<a href=""/alexclick"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/79ae0daf-76b4-4bdd-a25a-3abca0d24c57-profile_image-300x300.png"">
</a>
",ALEXCLICK,"3,750","97.2
hours","30,119",364K,686,+3.1K,178K,15.9M
"
<a href=""/nicewigg"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/f9593d0f-2740-456a-8352-764994fdec8b-profile_image-300x300.png"">
</a>
",NICEWIGG,"3,137","139
hours","71,033",436K,687,+5.7K,621K,16.3M
"
<a href=""/skillz0r1337"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/9f16053e-74b5-42b3-8ba0-b0a8c8609ea3-profile_image-300x300.png"">
</a>
",SKILLZ0R1337,"5,417","31.4
hours","30,904",170K,688,+7.6K,219K,4.77M
"
<a href=""/lebouseuh"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/9a6e58e5-2da6-47e4-a4ce-eb91a0d1572d-profile_image-300x300.png"">
</a>
",LEBOUSEUH,"4,018","82.7
hours","315,018",332K,689,+32.4K,1.80M,29.7M
"
<a href=""/bobross"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/bobross-profile_image-0b9dd167a9bb16b5-300x300.jpeg"">
</a>
",BOBROSS,"1,860","312.5
hours","16,643",581K,690,+2.9K,2.04M,47.5M
"
<a href=""/goodtimeswithscar"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/goodtimeswithscar-profile_image-bcb7f8d6f1035a1b-300x300.png"">
</a>
 ",GOODTIMESWITHSCAR,"6,047","15.2
hours","18,303",92.0K,691,+9.2K,408K,1.64M
"
<a href=""/valorantleague_tr"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/1b9d6fb9-d7de-4876-8921-b33fdcceafa8-profile_image-300x300.png"">
</a>
",VALORANTLEAGUE_TR,"3,279","126.2
hours","163,677",414K,692,+8.1K,448K,27.3M
"
<a href=""/cdnthe3rd"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/cdnthe3rd-profile_image-8246eb11f7f4b215-300x300.jpeg"">
</a>
",CDNTHE3RD,"2,657","183
hours","159,771",486K,693,+784,2.03M,69.5M
"
<a href=""/grpzdc"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/8a2a6171-434b-4591-9c61-9953721d9b48-profile_image-300x300.png"">
</a>
",GRPZDC,"3,415","116.4
hours","12,940",398K,694,+422,74.2K,4.99M
"
<a href=""/silent"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/8f037036-e421-4913-a300-ec84d1245079-profile_image-300x300.png"">
</a>
",SILENT,"2,933","154.6
hours","20,171",453K,695,+1.4K,229K,12.1M
"
<a href=""/annoying"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/annoying-profile_image-4d237261b7c0a4b8-300x300.png"">
</a>
",ANNOYING,"3,927","85.6
hours","20,885",336K,696,+8.7K,671K,10.4M
"
<a href=""/josedeodo"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/josedeodo-profile_image-de887d3db5714592-300x300.jpeg"">
</a>
",JOSEDEODO,"6,079","13.9
hours","13,583",84.3K,697,+6.2K,324K,3.06M
"
<a href=""/tfblade"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/6c5ba4a1-5c61-4ff6-a7f4-ac791c19aef2-profile_image-300x300.png"">
</a>
",TFBLADE,"2,907","156
hours","53,026",453K,698,+32,1.22M,98.0M
"
<a href=""/gutitubo"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/gutitubo-profile_image-0ed83d3655c0a82c-300x300.jpeg"">
</a>
",ぐちつぼ,"3,880","87.6
hours","9,343",340K,699,+4.1K,133K,4.24M
"
<a href=""/et_1231"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/2f049f01-d774-46b5-ac1f-b034c73964eb-profile_image-300x300.png"">
</a>
",依渟,"2,775","168.9
hours","15,511",469K,700,+7.6K,327K,26.6M
"
<a href=""/purplebixi"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/5a3187fb-b417-4999-a99d-0986e31c429c-profile_image-300x300.png"">
</a>
",PURPLEBIXI,"4,655","53.1
hours","33,005",247K,701,+12.0K,267K,15.3M
"
<a href=""/fifakillvizualz"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/9193acb2-d282-4474-acf3-a286407d3ebf-profile_image-300x300.png"">
</a>
",FIFAKILLVIZUALZ,"2,579","189.2
hours","26,510",488K,702,+12.4K,367K,5.39M
"
<a href=""/sakuramiko_hololive"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/bde8f8f1-1615-4df0-8745-dd5719e9ea92-profile_image-300x300.png"">
</a>
",さくらみこ,"5,965","15.6
hours","17,284",92.7K,703,+3.7K,264K,2.11M
"
<a href=""/blaustoise"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/94c80705-7217-42ba-8b23-a3f5dfc35171-profile_image-300x300.png"">
</a>
",BLAUSTOISE,"2,929","152
hours","36,147",445K,704,+6.4K,388K,14.6M
"
<a href=""/gafallen"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/e8b0563d-a036-4bd6-bf3e-5d6b2e9300cf-profile_image-300x300.png"">
 </a>
",GAFALLEN,"5,622","22.7
hours","112,238",128K,705,+3.1K,1.43M,43.1M
"
<a href=""/hafthorjulius"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/8835e668-5a00-4a7d-beca-795cf0e1aeec-profile_image-300x300.png"">
</a>
",HAFTHORJULIUS,"3,758","91.5
hours","94,118",344K,706,+47.8K,251K,1.67M
"
<a href=""/apasnayaryka"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/297eb1fe-a328-4341-b145-86bcf2e481e4-profile_image-300x300.png"">
</a>
",APASNAYARYKA,"4,229","68.1
hours","8,878",288K,707,+6.1K,202K,2.65M
"
<a href=""/hayashii"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/d67c0674-ba7c-49b4-949e-787da0542b9f-profile_image-300x300.png"">
</a>
",HAYASHII,"3,050","139.4
hours","67,651",425K,708,+1.4K,368K,12.8M
"
<a href=""/samueletienne"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/6a421038-d455-41ed-9705-b32909ca182a-profile_image-300x300.png"">
</a>
",SAMUELETIENNE,"4,565","54.1
hours","84,968",247K,709,+7.9K,541K,9.95M
"
<a href=""/elwycco"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/612cfd00-b73e-429d-931b-e218a77e8b40-profile_image-300x300.jpg"">
</a>
",ELWYCCO,"4,625","51.9
hours","12,032",240K,710,+2.7K,212K,12.0M
"
<a href=""/tftoddy"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/0aabd376-09f4-405b-8b6c-0161db4fc44a-profile_image-300x300.png"">
</a>
",TFTODDY,"2,196","238
hours","6,651",523K,711,+6.3K,48.9K,708K
"
<a href=""/thedandangler"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/92d74605-38fd-4b65-b410-b501bf36ac96-profile_image-300x300.png"">
</a>
",THEDANDANGLER,"3,872","84.2
hours","19,282",326K,712,+32.2K,406K,7.59M
"
<a href=""/tru3ta1ent"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/22ad7943-28da-4b48-a77f-6b8d595fb1cb-profile_image-300x300.png"">
</a>
",TRU3TA1ENT,"2,754","165.6
hours","13,388",456K,713,+743,679K,40.0M
"
<a href=""/rakin"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/4d2e7f32-73cb-47bd-8152-ca60811dffa6-profile_image-300x300.png"">
</a>
",RAKIN,"2,419","204.2
hours","52,992",494K,714,+10.8K,1.58M,98.5M
"
<a href=""/nmplol2"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/user-default-pictures-uv/215b7342-def9-11e9-9a66-784f43822e80-profile_image-300x300.png"">
</a>
",NMPLOL2,"5,316","29.3
hours","7,973",156K,715,+20.6K,105K,456K
"
<a href=""/jungtaejune"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/75c47f1f-1f16-414f-9949-05a5865ed174-profile_image-300x300.png"">
</a>
",똘똘똘이_,"1,880","295.1
hours","19,685",555K,716,+412,145K,42.0M
"
<a href=""/sheepfarmer"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/sheepfarmer-profile_image-9f3744a542aa0e16-300x300.png"">
</a>
",SHEEPFARMER,"4,053","74.4
hours","12,778",302K,717,+7.0K,46.3K,230K
"
<a href=""/btsbrasiltv"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/d0bbc724-6aa9-470a-bac3-3194e61ac3f4-profile_image-300x300.png"">
</a>
",BTSBRASILTV,924,"719.8
hours","51,834",665K,718,+1.6K,229K,69.3M
"
<a href=""/katie_balls"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/a793d13d-6a21-4eed-8c92-f2f7cc5a5322-profile_image-300x300.jpeg"">
</a>
",KATIE_BALLS,"5,520","23.4
hours","8,825",129K,719,+10,2.6K,--
"
<a href=""/inecr7024"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/fece65a7-d039-4637-aa01-3c5e5c07f467-profile_image-300x300.png"">
</a>
",삼식,"2,564","184.4
hours","29,855",473K,720,+4.4K,200K,7.63M
"
<a href=""/foxenkin"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/29098f57-d2e4-4cc7-beba-d90c69a4ad3a-profile_image-300x300.png"">
</a>
",FOXENKIN,924,"718.6
hours","4,762",664K,721,+7.3K,326K,11.4M
"
<a href=""/portialyn"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/086c0e24-9abf-4bae-8e86-6cb1707a537e-profile_image-300x300.png"">
</a>
",포셔,"2,236","228.3
hours","9,422",511K,722,+5.3K,101K,12.3M
"
<a href=""/cloakzy"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/320226c6-f422-4baf-8ed2-1be7eb3757e6-profile_image-300x300.png"">
</a>
",CLOAKZY,"4,276","63.7
hours","67,285",272K,723,+1.4K,2.81M,61.5M
"
<a href=""/chocotaco"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/07156e3d-eac2-4d5f-acc1-8a942a59e6e2-profile_image-300x300.png"">
</a>
",CHOCOTACO,"2,428","200.6
hours","105,530",487K,724,+6.3K,1.29M,70.6M
"
<a href=""/he0901"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/958f2503-bd4a-467b-8368-db91dcd07749-profile_image-300x300.png"">
</a>
",해기님,"1,225","511.4
hours","5,495",626K,725,+2.2K,80.0K,8.60M
"
<a href=""/desst3"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/12e13232-fdcd-4e75-88d3-f73682a03e24-profile_image-300x300.png"">
</a>
",DESST3,"2,458","196.2
hours","18,709",482K,726,+15.7K,350K,12.8M
"
<a href=""/el_yuste"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/d75fead6-d3df-4b9a-8a8a-bca1ddcbabe2-profile_image-300x300.png"">
</a>
",EL_YUSTE,"3,685","91.9
hours","19,125",339K,727,+3.6K,132K,2.93M
"
<a href=""/fantabobshow"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/0613f6f7-1751-42ff-80fe-df48abad0c52-profile_image-300x300.jpg"">
</a>
",FANTABOBSHOW,"2,871","150.8
hours","47,353",433K,728,+15.8K,503K,23.7M
"
<a href=""/sweetcampercs"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/caf5e3d6-ed62-445d-ab31-c7b0f886619b-profile_image-300x300.png"">
</a>
",龜狗,"2,397","203.4
hours","10,207",488K,729,+3.9K,276K,37.5M
"
<a href=""/crazyraccoonyy"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/a061a0a5-5c6e-4da7-93ea-9710b80b30fb-profile_image-300x300.png"">
</a>
",わいわいの部屋,"4,376","58
hours","8,347",254K,730,+6.1K,75.4K,478K
"
<a href=""/atrioc"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/6c45032c-a049-46c7-bfc9-f9ac2fc8c47e-profile_image-300x300.png"">
</a>
",ATRIOC,"4,067","71.2
hours","15,559",290K,731,+6.0K,284K,4.70M
"
<a href=""/masondota2"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/6babac94-9b7e-4921-80b0-f04f5cea633b-profile_image-300x300.png"">
</a>
",MASONDOTA2,"4,120","68.5
hours","11,948",282K,732,+1.7K,226K,18.9M
"
<a href=""/izakooo"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/55949a07-d9e4-4b1e-84f7-6ec129f193ea-profile_image-300x300.png"">
</a>
",IZAKOOO,"3,377","109
hours","105,566",368K,733,+4.9K,1.73M,190M
"
<a href=""/tekken"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/tekken-profile_image-ce4247029c523a47-300x300.png"">
</a>
",TEKKEN,"5,567","20.2
hours","52,686",113K,734,+2.9K,206K,28.9M
"
<a href=""/metashi12"" target=""_blank"">
<img class=""img-circle"" src=""https://static-cdn.jtvnw.net/jtv_user_pictures/c1f3a0c0-e1c2-493c-b64a-3c5b09c3e770-profile_image-300x300.png"">
</a>
",METASHI12,"3,127","126.8
hours","38,267",397K,735,+3.3K,153K,12.0M
