Nombre Streamer,Month Year,Total Subs,Subs Type Prime,Subs Type Tier 1($4.99),Subs Type Tier 2($9.99),Subs Type Tier 3($24.99),Subs Type Unlisted
EWROON,November 2021,4364,1797,2014,6,8,539
EWROON,October 2021,4746,1581,2675,21,10,459
EWROON,September 2021,4464,365,3738,24,11,326
EWROON,August 2021,3946,543,3014,28,12,349
EWROON,July 2021,2551,517,1757,17,10,250
EWROON,June 2021,2640,503,1851,44,9,233
EWROON,May 2021,2377,523,1580,24,14,236
EWROON,April 2021,2435,600,1555,22,11,247
EWROON,March 2021,2979,696,1940,20,15,308
EWROON,February 2021,3048,676,2052,16,18,286
EWROON,January 2021,3325,793,2180,28,12,312
EWROON,December 2020,2313,609,1430,20,5,249
CLIX,September 2022,4499,1241,2630,107,65,456
CLIX,August 2022,6363,2023,3614,28,20,678
CLIX,July 2022,6031,2541,2658,14,20,798
CLIX,June 2022,4421,1729,2064,14,8,606
CLIX,May 2022,6650,1978,3928,15,17,712
CLIX,April 2022,6270,2309,3135,21,18,787
CLIX,March 2022,8726,3425,4164,29,33,1075
CLIX,February 2022,8761,3347,4317,21,31,1045
CLIX,January 2022,10231,3972,4984,48,34,1193
CLIX,December 2021,6997,2573,3539,23,29,833
CLIX,November 2021,3950,1414,1983,20,13,520
CLIX,February 2021,19715,0,6518,56,34,13107
CLIX,January 2021,22014,0,17917,111,58,3928
CLIX,December 2020,13227,528,11237,77,74,1311
CLIX,November 2020,10742,596,8792,84,65,1205
CLIX,October 2020,14015,0,13805,120,90,0
CLIX,September 2020,14000,0,13813,106,81,0
CLIX,August 2020,18667,0,18485,119,63,0
CLIX,July 2020,19553,0,19401,99,53,0
K3SOJU,September 2022,2736,1336,937,3,7,453
K3SOJU,August 2022,1992,1123,552,2,3,312
K3SOJU,July 2022,5369,3295,1239,3,8,824
K3SOJU,June 2022,5131,2769,1578,3,13,768
K3SOJU,May 2022,2089,958,810,1,7,313
K3SOJU,April 2022,2430,952,1213,1,2,262
K3SOJU,March 2022,3266,1683,1090,3,5,485
K3SOJU,February 2022,2584,1296,877,2,8,401
K3SOJU,January 2022,5725,3156,1740,9,10,810
K3SOJU,December 2021,7507,4381,2027,9,25,1065
K3SOJU,November 2021,3852,1977,1332,3,6,534
CAEDREL,September 2022,2882,928,1683,2,2,267
CAEDREL,August 2022,3592,1707,1444,8,4,429
CAEDREL,July 2022,2637,1081,1245,7,8,296
CAEDREL,June 2022,2083,783,1060,7,4,229
CAEDREL,May 2022,1614,546,877,6,6,179
CAEDREL,April 2022,2874,1167,1341,5,7,354
CAEDREL,March 2022,10531,2242,7649,15,10,615
CAEDREL,February 2022,2644,996,1336,9,8,295
CAEDREL,January 2022,2861,1323,1143,10,14,371
CAEDREL,December 2021,2035,744,1079,8,2,202
CAEDREL,November 2021,2062,961,837,5,5,254
WTCN,September 2022,8341,4463,2489,4,16,1369
WTCN,August 2022,13471,7316,4152,17,24,1962
WTCN,July 2022,5725,3269,1591,7,17,841
WTCN,June 2022,6051,3360,1783,8,19,881
WTCN,May 2022,10010,5281,3259,11,17,1442
WTCN,April 2022,8208,4735,2143,11,20,1299
WTCN,March 2022,8391,4775,2343,14,22,1237
WTCN,February 2022,9290,5580,2172,10,17,1511
WTCN,January 2022,11927,6747,3276,15,32,1857
WTCN,December 2021,11419,6283,3529,11,25,1571
WTCN,November 2021,6331,3047,2556,12,19,697
WTCN,October 2021,6110,3363,2061,13,20,653
WTCN,September 2021,9573,4394,4271,17,28,863
WTCN,August 2021,9893,5524,3323,21,28,997
WTCN,July 2021,6165,3307,2229,24,33,572
WTCN,June 2021,6843,3800,2230,33,26,754
WTCN,May 2021,1905,863,885,9,6,142
FORSEN,September 2022,5361,2488,1989,25,34,825
FORSEN,August 2022,8723,4215,3024,46,24,1414
FORSEN,July 2022,8740,3876,3466,41,29,1328
FORSEN,June 2022,8476,3870,3263,32,39,1272
FORSEN,May 2022,8935,3975,3472,47,35,1406
FORSEN,April 2022,9202,4114,3683,41,35,1329
FORSEN,March 2022,9587,4211,3781,39,36,1520
FORSEN,February 2022,8308,3455,3544,31,27,1251
FORSEN,January 2022,9871,4398,3954,41,35,1443
FORSEN,December 2021,9491,3959,4082,39,31,1380
FORSEN,November 2021,9812,4226,4051,35,32,1468
FORSEN,October 2021,9832,4421,4190,35,31,1155
FORSEN,September 2021,10647,4115,5271,102,36,1123
FORSEN,August 2021,10266,4467,4512,36,29,1222
FORSEN,July 2021,9239,4312,3781,32,28,1086
FORSEN,June 2021,9217,4259,3833,18,26,1081
FORSEN,May 2021,9049,4237,3780,20,31,981
FORSEN,April 2021,9854,4580,4173,23,29,1049
FORSEN,March 2021,10248,4920,4229,27,23,1049
FORSEN,February 2021,8742,3953,3734,21,25,1009
FORSEN,January 2021,9959,4668,4091,29,23,1148
FORSEN,December 2020,6598,2378,3325,28,19,848
FORSEN,November 2020,6717,3403,2546,30,21,717
FORSEN,October 2020,7992,3689,3309,33,19,942
FORSEN,September 2020,6167,3081,2342,18,19,707
FORSEN,August 2020,6447,3206,2485,20,22,714
FORSEN,July 2020,6375,3276,2360,28,27,684
FORSEN,June 2020,5783,3055,2409,17,20,282
FORSEN,May 2020,6619,3165,3082,17,25,330
FORSEN,April 2020,7368,4070,2891,15,27,365
FORSEN,March 2020,7187,3995,2830,19,22,321
FORSEN,February 2020,7902,4313,3155,19,26,389
FORSEN,January 2020,9295,5086,3649,31,26,503
FORSEN,December 2019,9373,5052,3776,25,25,495
FORSEN,November 2019,7881,4317,3127,22,28,387
FORSEN,October 2019,8890,4749,3621,24,25,471
FORSEN,September 2019,9496,4852,4096,26,30,492
FORSEN,August 2019,8990,5165,3514,20,27,264
FORSEN,July 2019,9939,5818,3762,23,25,311
FORSEN,June 2019,11185,6590,4193,28,32,342
FORSEN,May 2019,11069,6424,4279,28,32,306
FORSEN,April 2019,10562,6253,3903,25,35,346
FORSEN,March 2019,12433,7207,4745,35,41,405
FORSEN,February 2019,15130,8248,6288,39,62,493
FORSEN,January 2019,10639,4619,4423,41,52,1504
FORSEN,December 2018,11933,5171,4998,31,60,1673
FORSEN,November 2018,9441,4305,3751,26,29,1330
FORSEN,October 2018,11018,4851,4555,29,32,1551
FORSEN,September 2018,14978,4594,8878,22,35,1449
FORSEN,August 2018,10857,5013,4213,31,43,1557
FORSEN,July 2018,11744,5794,4113,25,33,1779
FORSEN,June 2018,11168,5356,4051,27,43,1691
FORSEN,May 2018,13994,6173,5621,29,50,2121
FORSEN,April 2018,15542,6884,6328,30,56,2244
FORSEN,March 2018,12237,5852,4500,23,41,1808
FORSEN,February 2018,8843,3934,3519,14,38,1338
FORSEN,January 2018,8969,4194,3379,14,27,1355
FORSEN,December 2017,6879,3057,2758,5,24,1035
FORSEN,November 2017,5910,2856,2135,11,19,889
FORSEN,October 2017,6472,2853,2615,16,14,974
FORSEN,September 2017,4468,1450,2324,11,13,670
FORSEN,August 2017,3322,1247,1564,3,13,495
FORSEN,July 2017,3830,1494,1751,5,9,571
FORSEN,June 2017,3287,1222,1555,5,12,493
FORSEN,May 2017,2404,937,1102,3,7,355
FORSEN,April 2017,1453,824,420,0,0,209
FORSEN,March 2017,789,472,211,0,0,106
FORSEN,February 2017,868,545,204,0,0,119
FORSEN,January 2017,1381,813,372,0,0,196
FORSEN,December 2016,1025,611,271,0,0,143
FORSEN,November 2016,1379,908,273,0,0,198
FORSEN,October 2016,5686,4401,430,0,0,855
FORSEN,September 2016,709,358,254,0,0,97
JUST_NS,September 2022,88,5,79,2,2,0
JUST_NS,August 2022,313,19,288,1,5,0
JUST_NS,July 2022,303,13,284,2,4,0
JUST_NS,June 2022,162,11,146,3,2,0
JUST_NS,May 2022,246,12,219,6,2,7
JUST_NS,April 2022,240,8,226,3,3,0
JUST_NS,March 2022,338,8,297,3,1,29
JUST_NS,February 2022,981,20,879,3,4,75
JUST_NS,January 2022,1240,24,1111,3,6,96
JUST_NS,December 2021,952,16,840,4,6,86
JUST_NS,November 2021,990,21,882,6,6,75
JUST_NS,October 2021,5792,68,5492,4,8,220
JUST_NS,September 2021,620,12,589,4,4,11
JUST_NS,August 2021,934,4,901,2,6,21
EMIRU,September 2022,2567,640,1302,7,22,596
EMIRU,August 2022,4290,959,2372,13,28,918
EMIRU,July 2022,3360,727,1860,10,30,733
EMIRU,June 2022,4127,946,2162,15,31,973
EMIRU,May 2022,3603,705,2100,12,22,764
EMIRU,April 2022,5701,1456,2853,15,48,1329
EMIRU,March 2022,6814,1518,3739,30,38,1489
EMIRU,February 2022,5296,1230,2809,23,23,1211
EMIRU,January 2022,6310,1450,3335,19,39,1467
EMIRU,December 2021,4684,1033,2737,7,19,888
EMIRU,November 2021,5359,1212,3088,9,62,988
EMIRU,October 2021,6218,1004,4340,12,31,831
EMIRU,September 2021,1571,0,1530,11,30,0
EMIRU,August 2021,1776,0,900,6,18,852
EMIRU,July 2021,1906,0,1700,14,192,0
EMIRU,June 2021,1713,0,1467,16,22,208
EMIRU,May 2021,2151,0,2094,15,42,0
EMIRU,April 2021,1399,0,1198,12,21,168
EMIRU,January 2021,970,0,790,3,12,165
EMIRU,December 2020,1051,0,1034,7,10,0
EMIRU,November 2020,691,0,677,3,11,0
EMIRU,October 2020,650,0,642,2,6,0
EMIRU,September 2020,850,0,842,4,4,0
EMIRU,August 2020,965,0,963,1,1,0
EMIRU,July 2020,700,0,696,3,1,0
EMIRU,June 2020,513,0,509,3,1,0
EMIRU,May 2020,762,0,752,8,2,0
EMIRU,April 2020,857,0,849,7,1,0
EMIRU,March 2020,711,0,702,9,0,0
EMIRU,February 2020,790,0,778,9,3,0
EMIRU,January 2020,733,0,723,6,4,0
EMIRU,December 2019,228,0,226,2,0,0
MISTERMV,September 2022,3356,1415,1397,29,6,509
MISTERMV,August 2022,5693,2326,2408,53,20,886
MISTERMV,July 2022,4102,1676,1725,40,12,649
MISTERMV,June 2022,4210,1757,1753,37,13,650
MISTERMV,May 2022,5934,2396,2507,61,27,943
MISTERMV,April 2022,4658,1948,1946,45,21,698
MISTERMV,March 2022,5733,2179,2597,58,19,880
MISTERMV,February 2022,4123,1629,1740,37,16,701
MISTERMV,January 2022,6370,2366,2944,72,26,962
MISTERMV,December 2021,4686,1865,2025,47,19,730
MISTERMV,November 2021,5805,2452,2424,56,22,851
MISTERMV,October 2021,7410,3262,3223,72,20,833
MISTERMV,September 2021,8506,3559,3893,81,35,938
MISTERMV,August 2021,6911,3028,3013,77,24,769
MISTERMV,July 2021,4967,2236,2149,55,21,506
MISTERMV,June 2021,8618,4383,3212,79,29,915
MISTERMV,May 2021,7866,3842,2989,71,33,931
MISTERMV,April 2021,11349,5865,4081,86,40,1277
MISTERMV,March 2021,9293,4399,3682,88,38,1086
MISTERMV,February 2021,6692,2975,2840,59,32,786
MISTERMV,January 2021,8459,3787,3636,90,38,908
MISTERMV,December 2020,6446,3140,2469,67,28,742
MISTERMV,November 2020,7636,3850,2787,81,45,873
MISTERMV,October 2020,9952,3931,4853,115,36,1017
MISTERMV,September 2020,7279,3594,2707,82,41,855
MISTERMV,August 2020,4973,2416,2006,64,29,458
MISTERMV,July 2020,6061,3058,2251,76,34,642
MISTERMV,June 2020,5854,2946,2490,81,39,298
MISTERMV,May 2020,6279,3132,2636,123,72,316
MISTERMV,April 2020,6038,3028,2342,170,204,294
MISTERMV,March 2020,7764,4039,2910,198,246,371
MISTERMV,February 2020,6852,3508,2641,142,240,321
MISTERMV,January 2020,7991,4051,3150,162,222,406
MISTERMV,December 2019,4180,2198,1494,102,193,193
MISTERMV,November 2019,7072,3868,2429,166,216,393
MISTERMV,October 2019,5793,2909,2124,156,287,317
MISTERMV,September 2019,7578,4009,2665,174,300,430
MISTERMV,August 2019,6377,3527,2114,136,300,300
MISTERMV,July 2019,7685,4409,2408,174,305,389
MISTERMV,June 2019,9270,5835,2423,166,324,522
MISTERMV,May 2019,7968,4669,2411,208,288,392
MISTERMV,April 2019,7319,4523,1971,162,245,418
MISTERMV,March 2019,9718,6057,2531,184,450,496
MISTERMV,February 2019,11852,6556,3844,319,509,624
MISTERMV,January 2019,7049,3953,2272,178,252,394
MISTERMV,December 2018,6516,3453,2382,150,252,279
MISTERMV,November 2018,6608,3869,2018,130,216,375
MISTERMV,October 2018,6921,3958,2273,164,204,322
PENTA,September 2022,7033,1137,5398,13,16,469
PENTA,August 2022,12468,1971,9596,32,17,852
PENTA,July 2022,10418,1650,8032,14,9,713
PENTA,June 2022,12104,1687,9632,29,11,745
PENTA,May 2022,10930,1811,8355,14,14,736
PENTA,April 2022,11393,1820,8738,25,12,798
PENTA,March 2022,9953,1821,7266,29,10,827
PENTA,February 2022,41866,2224,38680,26,10,926
PENTA,January 2022,10591,1839,7837,35,14,866
PENTA,December 2021,8987,1677,6545,36,19,710
PENTA,November 2021,8052,1485,5898,18,13,638
PENTA,October 2021,8897,1514,6866,18,16,483
PENTA,September 2021,9167,1533,7075,53,14,492
PENTA,August 2021,10680,1673,8425,36,12,534
PENTA,July 2021,8521,1617,6388,20,14,482
CHOWH1,September 2022,12029,3068,7553,43,44,1321
CHOWH1,August 2022,20623,4526,14162,77,75,1783
CHOWH1,July 2022,16462,3700,11211,52,67,1432
CHOWH1,June 2022,19103,4350,13003,79,76,1595
CHOWH1,May 2022,16976,3669,11684,67,76,1480
CHOWH1,April 2022,17871,3722,12485,75,82,1507
CHOWH1,March 2022,19958,4237,13787,81,89,1764
CHOWH1,February 2022,18458,3920,12712,88,84,1654
CHOWH1,January 2022,30313,4451,22812,80,85,2885
CHOWH1,December 2021,23754,4461,16999,91,78,2125
CHOWH1,November 2021,22658,4159,16752,78,91,1578
CHOWH1,October 2021,20174,4384,14276,95,87,1332
CHOWH1,September 2021,26506,4342,20564,87,95,1418
CHOWH1,August 2021,21040,3580,16149,112,65,1134
CHOWH1,July 2021,6058,1643,3937,32,33,413
JERMA985,September 2022,4489,2090,1723,10,7,659
JERMA985,August 2022,8967,4263,3407,18,9,1270
JERMA985,July 2022,9683,4588,3727,16,18,1334
JERMA985,June 2022,5828,2650,2363,11,10,794
JERMA985,May 2022,8444,3875,3360,30,16,1163
JERMA985,April 2022,9535,4292,3801,15,7,1420
JERMA985,March 2022,6240,2726,2605,18,10,881
JERMA985,February 2022,8391,3652,3364,21,19,1335
JERMA985,January 2022,8511,3449,4034,18,9,1001
JERMA985,December 2021,8892,3520,4173,20,13,1166
JERMA985,November 2021,5247,2184,2353,27,7,676
JERMA985,October 2021,5573,2279,2712,17,7,558
JERMA985,September 2021,5731,2046,3080,37,23,545
JERMA985,August 2021,13484,6645,5410,27,15,1387
JERMA985,July 2021,5504,2348,2618,22,13,503
JERMA985,June 2021,4679,2210,1977,20,10,462
JERMA985,May 2021,8818,3091,4998,24,15,690
JERMA985,April 2021,7360,2862,3712,26,13,747
JERMA985,March 2021,5039,2214,2292,16,8,509
JERMA985,February 2021,7570,3461,3371,21,8,709
JERMA985,January 2021,11028,4744,5237,41,11,995
JERMA985,December 2020,7088,2829,3682,30,9,538
JERMA985,November 2020,5960,2772,2594,25,6,563
JERMA985,October 2020,7109,3110,3285,26,12,676
JERMA985,September 2020,6657,2474,3582,22,9,570
JERMA985,August 2020,5728,2457,2724,22,15,510
JERMA985,July 2020,4025,1712,1988,19,6,300
JERMA985,June 2020,2726,1216,1386,16,4,104
JERMA985,May 2020,4663,2134,2309,24,21,175
JERMA985,April 2020,5175,2341,2541,42,36,215
JERMA985,March 2020,5847,2564,3002,40,54,187
JERMA985,February 2020,5301,2472,2559,46,24,200
JERMA985,January 2020,9531,3280,5675,244,30,302
JERMA985,December 2019,6061,2877,2772,141,30,241
JERMA985,November 2019,4631,2306,2084,24,30,187
JERMA985,October 2019,6132,2561,3250,32,48,241
JERMA985,September 2019,5715,2561,2846,40,18,250
JERMA985,August 2019,3660,1970,1469,34,30,157
JERMA985,July 2019,4087,2218,1653,30,24,162
JERMA985,June 2019,4839,2717,1832,32,30,228
FEXTRALIFE,September 2022,212,35,174,0,3,0
FEXTRALIFE,August 2022,298,79,214,2,3,0
FEXTRALIFE,July 2022,642,315,269,1,5,52
FEXTRALIFE,June 2022,310,70,231,6,3,0
FEXTRALIFE,May 2022,412,55,353,1,3,0
FEXTRALIFE,April 2022,464,107,355,1,1,0
FEXTRALIFE,March 2022,524,244,268,3,1,8
FEXTRALIFE,February 2022,6269,3733,1692,3,9,832
FEXTRALIFE,January 2022,1492,328,1091,11,2,60
FEXTRALIFE,December 2021,370,74,288,5,3,0
FEXTRALIFE,November 2021,296,153,134,2,1,6
FEXTRALIFE,October 2021,4203,2181,1681,7,6,328
FEXTRALIFE,September 2021,6427,2752,3238,15,5,417
FEXTRALIFE,August 2021,1453,890,425,4,4,130
FEXTRALIFE,July 2021,1715,1112,447,2,6,148
FEXTRALIFE,June 2021,573,129,320,3,121,0
FEXTRALIFE,May 2021,684,254,406,3,1,20
FEXTRALIFE,April 2021,407,103,302,1,1,0
FEXTRALIFE,March 2021,747,128,608,0,1,10
FEXTRALIFE,February 2021,291,65,224,0,2,0
FEXTRALIFE,January 2021,384,64,319,1,0,0
FEXTRALIFE,December 2020,535,338,185,1,1,10
FEXTRALIFE,November 2020,1319,294,992,2,1,30
FEXTRALIFE,October 2020,730,206,501,13,0,10
FEXTRALIFE,September 2020,674,108,560,3,1,2
FEXTRALIFE,August 2020,1108,129,971,1,0,7
FEXTRALIFE,July 2020,581,179,384,2,0,16
FEXTRALIFE,June 2020,441,236,171,4,2,28
FEXTRALIFE,May 2020,101,66,34,0,1,0
ERAY,September 2022,6408,3499,2033,2,8,866
ERAY,August 2022,6857,3776,2114,5,5,957
ERAY,July 2022,4911,1977,2420,2,4,508
ERAY,June 2022,1893,872,779,2,11,229
ERAY,May 2022,1217,605,455,1,1,155
ERAY,April 2022,1562,643,775,0,1,143
ERAY,March 2022,1098,614,337,1,0,146
ERAY,February 2022,775,380,306,1,0,88
ERAY,January 2022,1075,507,448,1,0,119
ERAY,December 2021,769,418,276,1,1,73
ERAY,November 2021,250,114,110,0,0,26
ERAY,October 2021,880,402,416,0,1,61
ERAY,September 2021,809,333,434,1,1,40
ERAY,August 2021,492,193,263,0,0,36
ELAJJAZ,September 2022,5466,1544,3310,39,29,544
ELAJJAZ,August 2022,6370,2323,3058,66,39,884
ELAJJAZ,July 2022,5079,2117,2169,57,33,703
ELAJJAZ,June 2022,5194,2141,2199,65,35,754
ELAJJAZ,May 2022,7057,2638,3349,76,43,951
ELAJJAZ,April 2022,6920,2776,3094,63,38,949
ELAJJAZ,March 2022,9239,3952,3941,70,37,1239
ELAJJAZ,February 2022,7283,2349,3987,57,33,857
ELAJJAZ,January 2022,6275,2120,3281,79,43,752
ELAJJAZ,December 2021,6654,2148,3582,104,45,775
ELAJJAZ,November 2021,5085,1820,2553,48,34,630
ELAJJAZ,October 2021,5482,2083,2752,60,29,558
ELAJJAZ,September 2021,9020,1971,6402,60,36,551
ELAJJAZ,August 2021,6602,2291,3620,57,32,602
ELAJJAZ,July 2021,5123,1915,2673,47,28,460
ELAJJAZ,June 2021,4902,2067,2264,46,27,498
ELAJJAZ,May 2021,5504,2256,2620,58,30,540
ELAJJAZ,April 2021,5706,2174,2901,51,32,548
ELAJJAZ,March 2021,5253,2133,2532,48,34,506
ELAJJAZ,February 2021,4708,1862,2303,39,30,474
ELAJJAZ,January 2021,5635,2339,2660,46,36,554
ELAJJAZ,December 2020,4394,1758,2138,36,26,436
ACEU,September 2022,2528,795,1363,7,17,346
ACEU,August 2022,4936,1700,2495,19,22,700
ACEU,July 2022,5907,2026,3037,19,14,811
ACEU,June 2022,6280,2154,3185,17,18,906
ACEU,May 2022,9207,3148,4798,37,29,1195
ACEU,April 2022,7197,2257,3954,53,25,908
ACEU,March 2022,9699,3578,4809,30,23,1259
ACEU,February 2022,8548,3112,4281,20,24,1111
ACEU,January 2022,8509,2621,4779,25,29,1055
ACEU,December 2021,6080,2046,3147,20,27,840
ACEU,November 2021,4770,1531,2668,13,22,536
ACEU,October 2021,6375,1894,3889,25,28,539
ACEU,September 2021,8626,1948,5956,34,34,654
ACEU,August 2021,1084,339,677,3,4,61
ACEU,July 2021,6902,2558,3672,43,18,611
ACEU,June 2021,7317,2673,3920,35,22,667
ACEU,May 2021,7885,2441,4814,29,23,578
ACEU,April 2021,4748,1367,3013,21,18,329
ACEU,March 2021,3516,1278,1901,14,26,297
ACEU,February 2021,3535,1333,1848,17,19,318
ACEU,January 2021,4948,1785,2666,24,24,449
ACEU,December 2020,6255,2064,3655,27,39,470
ACEU,November 2020,7452,2573,4164,31,31,653
ACEU,October 2020,4715,1618,2625,27,28,417
ACEU,September 2020,6073,2243,3260,33,35,502
ACEU,August 2020,5073,1988,2590,23,29,443
ACEU,July 2020,6292,2224,3633,32,21,382
ACEU,June 2020,4624,1819,2624,39,22,120
ACEU,May 2020,6276,2285,3717,42,77,155
ACEU,April 2020,8424,3571,4311,52,198,292
ACEU,March 2020,7084,2760,3792,153,156,223
ACEU,February 2020,6964,2599,3934,54,168,209
ACEU,January 2020,4200,1565,2357,46,120,112
ACEU,December 2019,4055,1370,2448,30,126,81
ACEU,November 2019,6650,2185,4139,46,108,172
ACEU,October 2019,3842,1575,2081,30,96,60
ZERKAA,September 2022,5465,1640,3023,21,15,766
ZERKAA,August 2022,12552,2839,5477,31,21,4184
ZERKAA,July 2022,12310,2569,5111,27,13,4590
ZERKAA,June 2022,12168,2486,4707,21,17,4937
ZERKAA,May 2022,13120,2922,5339,32,20,4807
ZERKAA,April 2022,15343,1690,9802,28,16,3807
ZERKAA,March 2022,14490,0,14267,30,23,170
ZERKAA,February 2022,16124,0,15966,40,32,86
ZERKAA,January 2022,12369,0,12324,29,16,0
ZERKAA,December 2021,11401,0,11351,30,20,0
ZERKAA,November 2021,12291,0,12227,29,24,11
ZERKAA,October 2021,10335,0,10282,30,23,0
ZERKAA,September 2021,10745,0,10597,31,10,107
ZERKAA,August 2021,8356,0,8035,29,10,282
ZERKAA,July 2021,6457,0,6419,31,7,0
ZERKAA,June 2021,8566,0,8312,232,22,0
ZERKAA,May 2021,9428,0,9368,48,12,0
ZERKAA,April 2021,4067,0,4037,23,7,0
ZERKAA,March 2021,3974,0,3794,37,11,132
ZERKAA,February 2021,4474,0,4383,27,15,49
ZERKAA,January 2021,3909,0,3881,24,4,0
ZERKAA,December 2020,4177,0,4147,26,4,0
ZERKAA,November 2020,4315,0,4044,22,10,239
ZERKAA,October 2020,5014,0,4980,29,5,0
ZERKAA,September 2020,3400,0,3367,28,5,0
ZERKAA,August 2020,3389,0,3360,24,5,0
ZERKAA,July 2020,4265,0,4233,24,8,0
ZERKAA,June 2020,4589,0,4577,8,4,0
ZERKAA,May 2020,6114,0,6101,8,5,0
ZERKAA,April 2020,4717,0,4712,3,2,0
STROGO,September 2022,122,4,109,1,1,7
STROGO,August 2022,118,10,107,1,0,0
STROGO,July 2022,146,1,145,0,0,0
STROGO,June 2022,235,4,226,0,0,5
STROGO,May 2022,410,8,390,1,2,9
STROGO,April 2022,296,3,292,1,0,0
STROGO,March 2022,417,2,415,0,0,0
STROGO,February 2022,798,3,774,1,1,19
STROGO,January 2022,532,5,493,1,1,32
STROGO,December 2021,1177,4,1167,1,1,4
STROGO,November 2021,1111,5,1094,2,1,9
STROGO,October 2021,568,2,554,1,1,10
STROGO,September 2021,857,3,822,5,2,25
STROGO,August 2021,2790,12,2724,5,2,47
STROGO,July 2021,132,9,121,0,2,0
POKIMANE,September 2022,3832,967,2344,23,46,452
POKIMANE,August 2022,439,121,296,2,20,0
POKIMANE,July 2022,2683,871,1448,10,26,328
POKIMANE,June 2022,4659,1207,2867,18,41,526
POKIMANE,May 2022,7476,1836,4717,16,42,865
POKIMANE,April 2022,6330,1534,4098,19,42,637
POKIMANE,March 2022,9136,1654,6697,21,44,720
POKIMANE,February 2022,6064,1801,3500,23,51,689
POKIMANE,January 2022,11461,3089,6947,39,102,1284
POKIMANE,December 2021,6755,1787,4101,30,78,759
POKIMANE,November 2021,7168,1968,4278,33,82,807
POKIMANE,October 2021,9131,2428,5911,40,84,668
POKIMANE,September 2021,8834,1907,6143,49,105,630
POKIMANE,August 2021,5170,1447,3216,27,56,424
POKIMANE,July 2021,6633,1925,4025,42,70,571
POKIMANE,June 2021,6664,1873,4117,51,118,505
POKIMANE,May 2021,11985,2954,8053,51,104,823
POKIMANE,April 2021,8482,2262,5420,54,127,619
POKIMANE,March 2021,11198,2399,7624,78,376,721
POKIMANE,February 2021,9194,2579,5791,58,94,672
POKIMANE,January 2021,7833,2306,4811,43,90,583
POKIMANE,December 2020,9225,2706,5607,60,86,766
POKIMANE,November 2020,9046,3031,5075,36,87,817
POKIMANE,October 2020,10154,3465,5568,46,116,959
POKIMANE,September 2020,9653,3153,5424,56,123,897
POKIMANE,August 2020,2521,916,1390,12,64,139
POKIMANE,July 2020,10687,4173,5521,44,180,769
POKIMANE,June 2020,8881,4111,4238,54,85,393
POKIMANE,May 2020,10513,5520,4499,35,59,400
POKIMANE,April 2020,27862,19255,7041,45,67,1454
POKIMANE,March 2020,12207,5706,5952,34,33,482
POKIMANE,February 2020,8362,4165,3766,35,34,362
POKIMANE,January 2020,9723,5169,4069,49,34,402
POKIMANE,December 2019,7379,3883,3126,34,25,311
POKIMANE,November 2019,7954,3910,3674,43,22,305
POKIMANE,October 2019,7451,3290,3813,49,29,270
POKIMANE,September 2019,8871,3564,4972,47,26,262
POKIMANE,August 2019,5569,2917,2469,30,20,133
POKIMANE,July 2019,6688,3413,3058,33,35,149
POKIMANE,June 2019,7203,3343,3663,31,35,131
POKIMANE,May 2019,7047,3167,3683,34,30,133
POKIMANE,April 2019,4905,2681,2064,26,17,117
POKIMANE,March 2019,7151,3729,3149,70,29,174
POKIMANE,February 2019,8113,4612,3180,58,30,233
POKIMANE,January 2019,6663,3558,2131,45,27,902
POKIMANE,December 2018,8152,4149,2949,36,31,987
POKIMANE,November 2018,10550,5952,3177,37,23,1361
POKIMANE,October 2018,7869,4002,2653,136,125,953
POKIMANE,September 2018,8677,4936,2642,44,22,1033
POKIMANE,August 2018,8384,4873,2291,41,32,1147
POKIMANE,July 2018,9158,5806,1889,41,38,1384
POKIMANE,June 2018,6021,3692,1357,38,29,905
POKIMANE,May 2018,6888,4125,1676,25,24,1038
POKIMANE,April 2018,6030,3413,1655,36,30,896
POKIMANE,March 2018,5783,3126,1730,44,27,836
POKIMANE,February 2018,3234,1564,1151,26,20,473
POKIMANE,January 2018,3976,1950,1381,37,24,584
