Nombre Streamer,Month Year,Total Subs,Subs Type Prime,Subs Type Tier 1($4.99),Subs Type Tier 2($9.99),Subs Type Tier 3($24.99),Subs Type Unlisted
SUMMIT1G,February 2020,30439,15329,11170,138,91,3711
SUMMIT1G,January 2020,28062,14558,9685,154,88,3577
SUMMIT1G,December 2019,19991,9611,7651,106,84,2539
SUMMIT1G,November 2019,15976,7839,5901,97,65,2074
SUMMIT1G,October 2019,19497,9481,7227,119,74,2596
SUMMIT1G,September 2019,17748,8102,6594,100,75,2877
SUMMIT1G,August 2019,20603,9921,7984,112,77,2509
SUMMIT1G,July 2019,18239,8519,7988,124,87,1521
SUMMIT1G,June 2019,16618,7829,5388,111,84,3206
SUMMIT1G,May 2019,21868,12972,7681,178,126,911
SUMMIT1G,April 2019,29686,18436,9749,162,166,1173
SUMMIT1G,March 2019,34707,21538,11409,187,173,1400
SUMMIT1G,February 2019,34113,21078,11078,263,234,1460
SUMMIT1G,January 2019,42417,21923,13151,214,177,6952
SUMMIT1G,December 2018,28373,12428,11286,163,119,4377
SUMMIT1G,November 2018,15695,6931,5943,113,87,2621
SUMMIT1G,October 2018,17080,7434,6668,107,86,2785
SUMMIT1G,September 2018,18562,7397,8378,110,87,2590
SUMMIT1G,August 2018,10219,4176,4109,82,65,1787
SUMMIT1G,July 2018,16096,8113,4690,116,98,3079
SUMMIT1G,June 2018,14239,7103,4228,104,81,2723
SUMMIT1G,May 2018,17831,8168,6045,111,95,3412
SUMMIT1G,April 2018,16705,7351,5959,114,108,3173
SUMMIT1G,March 2018,29406,17557,5800,149,124,5601
SUMMIT1G,February 2018,17104,8354,5295,127,107,3221
SUMMIT1G,January 2018,25872,13049,7568,192,207,4856
SUMMIT1G,December 2017,20711,9795,6777,154,142,3843
SUMMIT1G,November 2017,17247,7933,5792,139,151,3232
SUMMIT1G,October 2017,21042,9885,6788,171,171,4027
SUMMIT1G,September 2017,22316,10003,7582,203,258,4270
SUMMIT1G,August 2017,18513,9254,5519,98,101,3541
SUMMIT1G,July 2017,22553,11750,6266,108,114,4315
SUMMIT1G,June 2017,18550,9149,5686,60,107,3548
SUMMIT1G,May 2017,12773,6804,3435,29,67,2438
SUMMIT1G,April 2017,10350,6534,1841,0,0,1975
SUMMIT1G,March 2017,10900,6819,2000,0,0,2081
SUMMIT1G,February 2017,7753,4762,1515,0,0,1476
SUMMIT1G,January 2017,9269,5387,2117,0,0,1765
SUMMIT1G,December 2016,8254,5234,1446,0,0,1574
SUMMIT1G,November 2016,5905,3492,1290,0,0,1123
SUMMIT1G,October 2016,7847,5107,1247,0,0,1493
SUMMIT1G,September 2016,895,26,707,0,0,162
AMINEMATUE,September 2022,10288,3662,5180,3,4,1439
AMINEMATUE,August 2022,11163,4680,4831,3,0,1649
AMINEMATUE,July 2022,12490,4721,5860,6,1,1902
AMINEMATUE,June 2022,13411,5255,6233,8,1,1914
AMINEMATUE,May 2022,13688,5704,6140,8,1,1835
AMINEMATUE,April 2022,15101,6046,6669,7,0,2379
AMINEMATUE,March 2022,4333,1873,1791,2,0,667
AMINEMATUE,February 2022,9590,3948,4245,3,1,1393
AMINEMATUE,January 2022,2379,799,1236,4,1,339
AMINEMATUE,December 2021,1073,342,617,2,2,110
AMINEMATUE,November 2021,7121,2744,3450,5,1,921
AMINEMATUE,October 2021,4485,1619,2319,11,2,534
AMINEMATUE,September 2021,4164,1417,2289,8,3,447
AMINEMATUE,August 2021,848,303,425,2,1,117
AMINEMATUE,July 2021,3876,1444,2138,10,5,279
ELRAENN,September 2022,21424,13984,4151,21,25,3243
ELRAENN,August 2022,26105,12837,9264,38,49,3917
ELRAENN,July 2022,26589,13858,8754,51,52,3874
ELRAENN,June 2022,21641,11161,7130,55,46,3249
ELRAENN,May 2022,24326,12605,7906,46,46,3723
ELRAENN,April 2022,31980,17241,9458,48,56,5177
ELRAENN,March 2022,22568,11691,7312,52,51,3462
ELRAENN,February 2022,21065,10959,6941,40,47,3078
ELRAENN,January 2022,22463,11141,8034,42,38,3208
ELRAENN,December 2021,16392,8439,5537,24,41,2351
ELRAENN,November 2021,13545,7211,4287,20,27,2000
ELRAENN,October 2021,16720,8325,6509,29,39,1818
ELRAENN,September 2021,15864,7756,6437,27,35,1609
ELRAENN,August 2021,16055,8711,5623,32,41,1648
ELRAENN,July 2021,15512,8552,5315,28,33,1584
ELRAENN,June 2021,14480,8196,4753,59,33,1439
ELRAENN,May 2021,15271,9451,4149,40,30,1601
ELRAENN,April 2021,12691,10309,885,6,4,1487
ELRAENN,March 2021,12438,10127,836,3,4,1468
ELRAENN,February 2021,12609,10210,899,8,8,1484
ELRAENN,January 2021,18337,14746,1262,7,7,2315
ELRAENN,December 2020,18710,15184,1291,9,3,2223
ELRAENN,November 2020,14375,11640,1072,10,9,1644
ELRAENN,October 2020,15441,12544,1079,15,11,1792
ELRAENN,September 2020,14624,11604,1204,10,10,1796
ELRAENN,August 2020,1797,446,1145,11,11,184
ELRAENN,July 2020,1621,354,1097,8,9,153
ELRAENN,June 2020,1846,416,1236,11,14,169
ELRAENN,May 2020,808,216,501,3,3,85
SQUEEZIE,September 2022,3093,1156,1410,4,1,522
SQUEEZIE,August 2022,2164,790,1013,5,1,355
SQUEEZIE,July 2022,2498,1015,1130,6,3,344
SQUEEZIE,June 2022,9000,3891,3716,13,8,1372
SQUEEZIE,May 2022,3288,1300,1522,12,5,449
SQUEEZIE,April 2022,7434,2780,3666,16,6,966
SQUEEZIE,March 2022,5311,1985,2489,10,4,823
SQUEEZIE,February 2022,4867,1780,2376,12,4,695
SQUEEZIE,January 2022,6251,2274,3088,12,8,869
SQUEEZIE,December 2021,5716,2173,2682,8,4,849
SQUEEZIE,November 2021,3406,1191,1835,7,7,366
SQUEEZIE,October 2021,6089,2203,3222,13,3,648
SQUEEZIE,September 2021,6523,2196,3611,24,14,678
SQUEEZIE,August 2021,339,176,160,0,0,3
SQUEEZIE,July 2021,4412,2013,1908,17,3,471
SQUEEZIE,June 2021,3512,1425,1664,11,5,407
SQUEEZIE,May 2021,5729,2330,2720,17,5,657
SQUEEZIE,April 2021,6352,2539,3082,22,11,698
SQUEEZIE,March 2021,4794,1999,2279,15,8,493
SQUEEZIE,February 2021,5617,2142,2807,15,8,645
SQUEEZIE,January 2021,6293,2530,3051,23,5,684
SQUEEZIE,December 2020,5052,2067,2391,25,4,565
SQUEEZIE,November 2020,10298,4116,4977,23,4,1178
SQUEEZIE,October 2020,5010,2550,1976,21,6,457
SQUEEZIE,September 2020,2745,1170,1276,12,5,282
SQUEEZIE,August 2020,496,247,196,12,1,40
SQUEEZIE,July 2020,2310,1024,1053,13,4,216
SQUEEZIE,June 2020,2786,1202,1274,16,4,290
SQUEEZIE,May 2020,766,367,336,3,2,58
LIRIK,September 2022,9253,4956,2843,21,12,1421
LIRIK,August 2022,15303,7979,4894,26,21,2383
LIRIK,July 2022,15424,8371,4708,33,23,2289
LIRIK,June 2022,14294,7519,4554,27,20,2174
LIRIK,May 2022,14874,7844,4696,32,22,2280
LIRIK,April 2022,15459,7960,4998,34,17,2450
LIRIK,March 2022,13344,6962,4235,32,24,2091
LIRIK,February 2022,14376,7760,4367,30,17,2202
LIRIK,January 2022,17226,8662,6136,35,27,2366
LIRIK,December 2021,15316,8043,4868,27,24,2354
LIRIK,November 2021,15975,8754,4803,39,19,2360
LIRIK,October 2021,17514,9439,6071,39,27,1938
LIRIK,September 2021,17503,8781,6723,38,22,1939
LIRIK,August 2021,16942,8970,5863,42,20,2047
LIRIK,July 2021,16587,8916,5821,42,27,1781
LIRIK,June 2021,17457,9595,5718,45,26,2073
LIRIK,May 2021,16742,9119,5733,36,26,1828
LIRIK,April 2021,18107,9484,6537,47,24,2015
LIRIK,March 2021,19952,10469,7040,44,25,2374
LIRIK,February 2021,17945,9793,6024,37,26,2065
LIRIK,January 2021,18392,10046,6163,60,32,2091
LIRIK,December 2020,18292,10153,5943,40,31,2125
LIRIK,November 2020,18493,10312,5938,40,38,2165
LIRIK,October 2020,19872,10225,7195,54,32,2366
LIRIK,September 2020,17250,10043,5237,42,24,1904
LIRIK,August 2020,19128,10464,6591,46,30,1997
LIRIK,July 2020,18257,10184,6061,44,73,1895
LIRIK,June 2020,15988,9750,5336,45,19,838
LIRIK,May 2020,20229,10534,8625,55,24,991
LIRIK,April 2020,15938,10183,4788,40,26,901
LIRIK,March 2020,16504,10416,5110,44,25,909
LIRIK,February 2020,13841,8370,4705,39,28,699
LIRIK,January 2020,15345,9459,5041,42,21,782
LIRIK,December 2019,16152,9738,5527,47,29,811
LIRIK,November 2019,15707,9906,4984,36,21,760
LIRIK,October 2019,18693,9656,8115,54,25,843
LIRIK,September 2019,12143,6347,5159,36,11,590
LIRIK,August 2019,14551,8727,5299,59,22,444
LIRIK,July 2019,13046,7988,4628,51,23,356
LIRIK,June 2019,15765,9786,5400,62,27,490
LIRIK,May 2019,15518,9859,5157,55,24,423
LIRIK,April 2019,18699,11980,6043,68,31,577
LIRIK,March 2019,21712,12769,8204,78,33,628
LIRIK,February 2019,23687,13771,9028,113,44,731
LIRIK,January 2019,15632,7172,6263,71,29,2097
LIRIK,December 2018,16697,8219,6028,62,31,2357
LIRIK,November 2018,14558,7213,5181,55,21,2088
LIRIK,October 2018,18681,9060,7040,63,23,2495
LIRIK,September 2018,16032,7672,6029,54,25,2252
LIRIK,August 2018,15467,7094,6199,51,22,2101
LIRIK,July 2018,15840,8134,5214,60,29,2403
LIRIK,June 2018,16471,8584,5297,61,29,2500
LIRIK,May 2018,16537,7121,6817,56,31,2512
LIRIK,April 2018,17873,7924,7157,63,38,2691
LIRIK,March 2018,24890,14951,6017,57,33,3762
LIRIK,February 2018,15491,7266,5812,57,31,2325
LIRIK,January 2018,16307,7518,6258,58,31,2442
LIRIK,December 2017,18483,8713,6931,58,41,2740
LIRIK,November 2017,16931,7762,6569,54,37,2509
LIRIK,October 2017,18537,8606,7005,62,52,2812
LIRIK,September 2017,19901,8486,8232,85,76,3022
LIRIK,August 2017,15763,7684,5615,41,32,2391
LIRIK,July 2017,16871,8045,6189,38,37,2562
LIRIK,June 2017,15025,7141,5527,43,34,2280
LIRIK,May 2017,9302,4650,3218,12,14,1408
LIRIK,April 2017,5112,3157,1186,0,0,769
LIRIK,March 2017,4408,2924,824,0,0,660
LIRIK,February 2017,3981,2702,685,0,0,594
LIRIK,January 2017,4810,3324,765,0,0,721
LIRIK,December 2016,3183,2117,593,0,0,473
LIRIK,November 2016,3286,2310,487,0,0,489
LIRIK,October 2016,7489,5856,503,0,0,1130
LIRIK,September 2016,1317,301,830,0,0,186
GEORGENOTFOUND,September 2022,71,41,29,0,1,0
GEORGENOTFOUND,August 2022,3047,843,1783,10,4,407
GEORGENOTFOUND,July 2022,3380,911,2051,5,4,409
GEORGENOTFOUND,June 2022,3024,823,1812,15,3,371
GEORGENOTFOUND,May 2022,3261,767,2059,7,6,422
GEORGENOTFOUND,April 2022,4302,965,2742,16,5,574
GEORGENOTFOUND,March 2022,10666,3254,5808,11,7,1586
GEORGENOTFOUND,February 2022,284,130,148,3,3,0
GEORGENOTFOUND,January 2022,4794,1022,3246,15,8,503
GEORGENOTFOUND,December 2021,6101,1562,3828,15,3,693
GEORGENOTFOUND,November 2021,5337,1453,3485,14,5,380
GEORGENOTFOUND,October 2021,4611,1349,2741,10,11,500
GEORGENOTFOUND,September 2021,5308,1360,3560,15,12,361
GEORGENOTFOUND,August 2021,8942,2316,5844,21,17,744
GEORGENOTFOUND,July 2021,6029,1629,3882,16,10,492
GEORGENOTFOUND,June 2021,7811,2631,4477,21,14,668
GEORGENOTFOUND,May 2021,8986,2790,5256,31,18,891
GEORGENOTFOUND,April 2021,17807,4027,12469,36,10,1265
GEORGENOTFOUND,March 2021,20169,5310,13349,42,20,1448
GEORGENOTFOUND,February 2021,15972,4181,10551,23,15,1202
GEORGENOTFOUND,January 2021,8966,2151,6158,29,12,616
GEORGENOTFOUND,December 2020,7723,2055,4909,129,29,601
THEREALKNOSSI,September 2022,2145,984,769,11,10,371
THEREALKNOSSI,August 2022,6877,3533,2317,22,13,992
THEREALKNOSSI,July 2022,4621,2083,1777,24,12,725
THEREALKNOSSI,June 2022,5303,2353,2073,25,15,837
THEREALKNOSSI,May 2022,4380,1950,1722,19,11,678
THEREALKNOSSI,April 2022,6827,3081,2653,26,11,1056
THEREALKNOSSI,March 2022,9119,4316,3396,26,15,1366
THEREALKNOSSI,February 2022,7767,3010,3808,28,17,904
THEREALKNOSSI,January 2022,8225,3271,3773,44,19,1118
THEREALKNOSSI,December 2021,8058,3224,3631,35,24,1144
THEREALKNOSSI,November 2021,9944,4018,4672,33,22,1199
THEREALKNOSSI,October 2021,8147,3186,4042,44,28,847
THEREALKNOSSI,September 2021,17875,7331,8802,49,18,1675
THEREALKNOSSI,August 2021,8289,3296,4124,44,26,799
THEREALKNOSSI,July 2021,7631,3297,3428,66,24,816
THEREALKNOSSI,June 2021,5467,2465,2366,36,16,584
THEREALKNOSSI,May 2021,9950,5076,3811,42,13,1008
THEREALKNOSSI,April 2021,7573,3258,3470,63,20,762
THEREALKNOSSI,March 2021,6967,2970,3209,51,24,713
THEREALKNOSSI,February 2021,8212,3191,3995,51,20,955
THEREALKNOSSI,January 2021,11184,5322,4581,67,30,1184
THEREALKNOSSI,December 2020,29754,15659,10584,87,35,3389
THEREALKNOSSI,November 2020,21988,11010,8269,49,36,2624
THEREALKNOSSI,October 2020,47923,20754,22160,113,60,4836
THEREALKNOSSI,September 2020,25648,13513,8944,78,39,3074
THEREALKNOSSI,August 2020,32704,17559,11451,179,45,3470
THEREALKNOSSI,July 2020,43924,23919,15368,133,56,4448
THEREALKNOSSI,June 2020,28978,15485,11903,106,42,1442
THEREALKNOSSI,May 2020,33916,17265,15038,130,87,1396
THEREALKNOSSI,April 2020,28297,16441,9960,204,186,1506
THEREALKNOSSI,March 2020,19598,11134,7182,154,210,918
THEREALKNOSSI,February 2020,20094,11995,6693,194,192,1020
THEREALKNOSSI,January 2020,20072,11835,6980,160,162,935
THEREALKNOSSI,December 2019,18345,10901,6304,108,120,912
THEREALKNOSSI,November 2019,16949,10404,5371,162,150,862
THEREALKNOSSI,October 2019,13284,7796,4621,110,156,601
THEREALKNOSSI,September 2019,15362,8013,6219,136,156,838
THEREALKNOSSI,August 2019,10406,5800,4018,114,204,270
THEREALKNOSSI,July 2019,9485,5159,3723,124,270,209
THEREALKNOSSI,June 2019,9807,5180,4035,106,222,264
THEREALKNOSSI,May 2019,6182,2630,3130,76,222,124
THEREALKNOSSI,April 2019,3571,1653,1588,100,162,68
THEREALKNOSSI,March 2019,2720,1357,1066,72,186,39
WILBURSOOT,September 2022,1401,431,778,3,1,188
WILBURSOOT,August 2022,4819,1306,2779,6,4,724
WILBURSOOT,July 2022,7357,2064,4369,15,7,902
WILBURSOOT,June 2022,3200,821,1989,7,3,380
WILBURSOOT,May 2022,4397,1241,2656,11,6,483
WILBURSOOT,April 2022,7723,1895,4919,22,5,882
WILBURSOOT,March 2022,8765,2218,5444,21,7,1075
WILBURSOOT,February 2022,9119,1917,6179,32,6,985
WILBURSOOT,January 2022,11979,2564,8273,32,5,1105
WILBURSOOT,December 2021,13937,2949,9315,49,9,1615
WILBURSOOT,November 2021,7153,1796,4540,27,6,784
WILBURSOOT,October 2021,8990,2377,5852,36,8,717
WILBURSOOT,September 2021,7903,1715,5581,26,11,570
WILBURSOOT,August 2021,10894,2755,7159,53,9,918
WILBURSOOT,July 2021,7471,2269,4402,45,12,743
WILBURSOOT,June 2021,7315,1934,4665,45,15,656
WILBURSOOT,May 2021,7744,2285,4776,57,9,617
WILBURSOOT,April 2021,4547,1138,3020,22,5,362
WILBURSOOT,March 2021,8535,2389,5276,62,9,799
WILBURSOOT,February 2021,10634,3086,6328,61,16,1143
WILBURSOOT,January 2021,867,366,424,3,1,73
BUSTER,September 2022,195,12,181,2,0,0
BUSTER,August 2022,217,12,205,0,0,0
BUSTER,July 2022,218,10,207,1,0,0
BUSTER,June 2022,473,9,463,1,0,0
BUSTER,May 2022,351,3,348,0,0,0
BUSTER,April 2022,334,6,325,2,1,0
BUSTER,March 2022,383,3,359,6,1,14
BUSTER,February 2022,1857,22,1759,5,3,68
BUSTER,January 2022,1313,12,1275,3,0,23
BUSTER,December 2021,519,8,508,2,1,0
BUSTER,November 2021,438,7,418,1,0,12
BUSTER,October 2021,438,4,424,3,0,7
BUSTER,September 2021,1747,6,1712,4,1,24
BUSTER,August 2021,1744,15,1661,4,1,63
BUSTER,July 2021,111,12,99,0,0,0
BUSTER,June 2021,177,18,159,0,0,0
BUSTER,May 2021,103,15,87,1,0,0
BUSTER,April 2021,102,10,91,0,1,0
BUSTER,March 2021,134,8,126,0,0,0
BUSTER,February 2021,384,35,347,0,0,2
BUSTER,January 2021,327,21,305,0,1,0
BUSTER,December 2020,395,40,352,1,2,0
BUSTER,November 2020,609,44,564,1,0,0
BUSTER,October 2020,640,40,597,1,2,0
BUSTER,September 2020,809,48,747,1,7,6
BUSTER,August 2020,436,51,382,1,2,0
BUSTER,July 2020,545,56,482,1,2,4
BUSTER,June 2020,943,123,770,1,1,48
BUSTER,May 2020,209,43,162,0,0,4
TENZ,September 2022,3585,1825,1198,7,4,551
TENZ,August 2022,3018,1514,1050,8,6,440
TENZ,July 2022,4225,2035,1598,7,5,580
TENZ,June 2022,2944,1216,1265,12,6,445
TENZ,May 2022,2798,1015,1452,6,3,322
TENZ,April 2022,10401,5596,3076,12,17,1700
TENZ,March 2022,4959,2024,2286,11,10,628
TENZ,February 2022,3947,1651,1756,9,9,522
TENZ,January 2022,2412,942,1112,8,9,341
TENZ,December 2021,1688,543,931,4,2,208
TENZ,November 2021,1843,797,765,5,7,269
TENZ,May 2021,5270,0,1321,4,10,3935
TENZ,April 2021,4907,0,4641,58,136,72
TENZ,March 2021,5204,0,5178,16,10,0
TENZ,February 2021,3242,0,3215,21,6,0
TENZ,January 2021,5825,0,5791,31,3,0
TENZ,December 2020,2803,0,2782,14,7,0
TENZ,November 2020,3542,0,3521,17,4,0
TENZ,October 2020,1910,0,1897,8,5,0
TENZ,September 2020,1836,0,1816,15,5,0
TENZ,August 2020,1346,0,1329,11,6,0
TENZ,July 2020,595,0,588,3,4,0
EVELONE192,September 2022,66,3,62,1,0,0
EVELONE192,August 2022,121,4,115,1,1,0
EVELONE192,July 2022,245,8,235,2,0,0
EVELONE192,June 2022,221,12,206,2,1,0
EVELONE192,May 2022,260,10,245,1,0,4
EVELONE192,April 2022,426,4,416,2,0,4
EVELONE192,March 2022,374,1,340,0,0,33
EVELONE192,February 2022,870,5,796,5,1,63
EVELONE192,January 2022,583,9,536,0,1,37
EVELONE192,December 2021,2658,12,2542,1,1,102
EVELONE192,September 2021,3,0,3,0,0,0
EVELONE192,August 2021,7,0,7,0,0,0
EVELONE192,July 2021,3,0,3,0,0,0
EVELONE192,June 2021,9,0,9,0,0,0
EVELONE192,December 2020,241,20,219,1,1,0
EVELONE192,November 2020,700,42,655,2,1,0
EVELONE192,October 2020,273,27,245,0,1,0
EVELONE192,September 2020,652,19,628,0,2,3
EVELONE192,August 2020,679,44,630,2,1,2
EVELONE192,July 2020,650,67,569,1,2,11
EVELONE192,June 2020,810,78,717,2,4,9
EVELONE192,May 2020,487,41,442,0,1,3
QUIN69,September 2022,3665,1425,1786,11,23,420
QUIN69,August 2022,5758,2507,2451,19,29,752
QUIN69,July 2022,5200,1720,2902,18,26,534
QUIN69,June 2022,6667,2374,3590,16,36,651
QUIN69,May 2022,4804,2129,2006,28,32,609
QUIN69,April 2022,4194,1406,2292,19,26,451
QUIN69,March 2022,4846,1658,2609,25,33,521
QUIN69,February 2022,18261,2562,14862,31,39,767
QUIN69,January 2022,4559,1685,2275,30,34,535
QUIN69,December 2021,5037,1708,2713,30,44,542
QUIN69,November 2021,3491,1348,1672,31,33,407
QUIN69,October 2021,4727,2055,2141,39,57,435
QUIN69,September 2021,6466,1850,4104,37,65,410
QUIN69,August 2021,6030,2010,3465,43,54,458
QUIN69,July 2021,4953,2128,2240,31,58,496
QUIN69,June 2021,5713,2044,3124,36,43,466
QUIN69,May 2021,4792,1936,2365,51,41,399
QUIN69,April 2021,14763,3737,10113,64,66,783
QUIN69,March 2021,7447,2487,4323,54,49,534
QUIN69,February 2021,7434,2537,4263,44,52,538
QUIN69,January 2021,6687,2928,3069,46,49,595
QUIN69,December 2020,5458,1850,3156,33,34,385
QUIN69,November 2020,5005,2109,2351,38,35,472
QUIN69,October 2020,6076,2126,3386,33,38,493
QUIN69,September 2020,6640,2583,3435,32,40,550
QUIN69,August 2020,8632,2191,5922,33,31,455
QUIN69,July 2020,6146,2239,3491,27,31,358
QUIN69,June 2020,4720,1848,2757,27,18,70
QUIN69,May 2020,3317,1567,1702,17,13,18
QUIN69,April 2020,2300,1066,1197,15,14,8
QUIN69,March 2020,2612,1460,1071,12,14,55
QUIN69,February 2020,2936,1636,1189,15,15,81
QUIN69,January 2020,4532,2156,2233,17,13,113
QUIN69,December 2019,2729,1538,1092,15,11,73
QUIN69,November 2019,2345,1340,900,15,10,80
QUIN69,October 2019,2142,1066,1023,21,16,16
QUIN69,September 2019,2617,1138,1424,14,17,24
QUIN69,August 2019,2488,1206,1235,21,18,8
QUIN69,July 2019,2185,1257,890,22,16,0
QUIN69,June 2019,3227,1609,1566,18,19,15
QUIN69,May 2019,2286,1143,1097,22,12,12
QUIN69,April 2019,1920,909,952,17,13,29
QUIN69,March 2019,3596,1507,1977,23,16,73
QUIN69,February 2019,2738,1421,1190,34,19,74
QUIN69,January 2019,3058,1321,1371,21,17,328
QUIN69,December 2018,2964,1236,1374,19,13,322
QUIN69,November 2018,3451,1463,1593,21,18,356
QUIN69,October 2018,1739,618,892,18,14,197
QUIN69,September 2018,3026,1115,1574,21,17,299
QUIN69,August 2018,3165,1254,1518,18,23,352
QUIN69,July 2018,2699,1580,673,28,19,399
QUIN69,June 2018,2499,1438,653,20,20,368
QUIN69,May 2018,1106,409,506,18,13,160
QUIN69,April 2018,995,366,463,10,16,140
QUIN69,March 2018,1421,663,518,19,17,204
QUIN69,February 2018,1473,716,516,15,17,209
QUIN69,January 2018,1264,516,536,20,15,177
QUIN69,December 2017,1977,779,890,22,39,247
QUIN69,November 2017,2338,1158,787,31,24,338
QUIN69,October 2017,959,332,460,21,12,134
QUIN69,September 2017,1422,555,618,19,23,207
QUIN69,August 2017,1446,642,558,22,16,208
QUIN69,July 2017,1246,519,520,17,10,180
QUIN69,June 2017,1235,497,530,16,13,179
QUIN69,May 2017,691,297,289,11,2,92
QUIN69,April 2017,777,453,219,0,0,105
QUIN69,March 2017,385,209,132,0,0,44
QUIN69,February 2017,419,228,138,0,0,53
QUIN69,January 2017,487,274,153,0,0,60
QUIN69,December 2016,356,181,135,0,0,40
QUIN69,November 2016,613,363,171,0,0,79
QUIN69,October 2016,1003,717,146,0,0,140
QUIN69,September 2016,127,0,120,0,0,7
ANTOINEDANIEL,September 2022,6039,2422,2722,34,14,847
ANTOINEDANIEL,August 2022,5667,2139,2676,44,17,791
ANTOINEDANIEL,July 2022,6494,2562,2900,41,21,970
ANTOINEDANIEL,June 2022,5493,2227,2436,37,20,773
ANTOINEDANIEL,May 2022,7442,2961,3239,53,26,1163
ANTOINEDANIEL,April 2022,7121,2791,3291,41,26,972
ANTOINEDANIEL,March 2022,6350,2469,2979,41,20,841
ANTOINEDANIEL,February 2022,6088,2105,3081,47,24,831
ANTOINEDANIEL,January 2022,6704,2386,3303,38,26,951
ANTOINEDANIEL,December 2021,5831,2173,2776,41,25,816
ANTOINEDANIEL,November 2021,6335,2527,2936,49,32,791
ANTOINEDANIEL,October 2021,6011,2448,2905,45,15,598
ANTOINEDANIEL,September 2021,5847,1763,3495,49,28,512
ANTOINEDANIEL,August 2021,4516,1814,2124,51,21,506
ANTOINEDANIEL,July 2021,3940,1613,1829,41,16,441
ANTOINEDANIEL,June 2021,4063,1657,1925,41,18,422
ANTOINEDANIEL,May 2021,679,294,292,5,1,87
NMPLOL,September 2022,3150,1006,1745,7,17,375
NMPLOL,August 2022,6001,1726,3590,11,24,650
NMPLOL,July 2022,5319,1502,3206,7,18,586
NMPLOL,June 2022,4479,1250,2591,21,18,599
NMPLOL,May 2022,3520,1116,1943,5,17,439
NMPLOL,April 2022,6978,1850,4387,18,25,698
NMPLOL,March 2022,6019,1550,3757,24,22,666
NMPLOL,February 2022,4050,1122,2417,18,11,482
NMPLOL,January 2022,4384,1260,2503,19,12,590
NMPLOL,December 2021,5958,1229,4140,17,13,559
NMPLOL,November 2021,5657,1187,3962,13,10,485
NMPLOL,October 2021,6989,1975,4350,26,44,594
NMPLOL,September 2021,5777,1257,4084,27,14,395
NMPLOL,August 2021,5765,1680,3480,27,21,557
NMPLOL,July 2021,7464,2161,4659,30,23,591
NMPLOL,June 2021,9311,2529,6022,44,27,689
NMPLOL,May 2021,9187,2616,5828,36,28,679
NMPLOL,April 2021,11897,2236,8972,59,37,593
NMPLOL,March 2021,7871,1732,5610,32,23,474
NMPLOL,February 2021,6434,1558,4371,39,39,427
NMPLOL,January 2021,7127,1859,4714,41,51,462
NMPLOL,December 2020,7623,1910,5154,41,63,455
NMPLOL,November 2020,4358,1249,2755,33,18,303
NMPLOL,October 2020,4595,1157,3054,47,44,293
NMPLOL,September 2020,2821,799,1742,50,22,208
NMPLOL,August 2020,2457,746,1298,32,18,363
NMPLOL,July 2020,3451,1023,2245,78,19,86
NMPLOL,June 2020,3889,877,2930,44,22,16
NMPLOL,May 2020,4868,1358,3343,66,36,65
NMPLOL,April 2020,5053,1184,3738,71,29,31
NMPLOL,March 2020,4853,1400,3358,42,29,24
NMPLOL,February 2020,3340,1015,2289,9,9,18
NMPLOL,January 2020,2210,590,1606,8,6,0
NMPLOL,December 2019,1518,515,976,11,11,5
NMPLOL,November 2019,2090,413,1650,16,11,0
NMPLOL,October 2019,915,233,662,12,8,0
NMPLOL,September 2019,1123,195,906,7,7,8
NMPLOL,August 2019,2194,450,1710,15,12,7
NMPLOL,July 2019,928,144,773,8,3,0
NMPLOL,June 2019,1257,356,875,12,11,3
NMPLOL,May 2019,2525,639,1797,26,55,8
NMPLOL,April 2019,489,121,351,6,5,6
NMPLOL,March 2019,2342,423,1844,29,16,30
NMPLOL,February 2019,1826,440,1310,24,17,35
NMPLOL,January 2019,1329,206,1021,10,9,83
NMPLOL,December 2018,2352,397,1785,15,15,140
NMPLOL,November 2018,2875,557,2072,22,27,197
NMPLOL,October 2018,1938,234,1549,29,11,115
NMPLOL,September 2018,2355,404,1757,31,24,139
NMPLOL,August 2018,2837,857,1632,56,25,267
NMPLOL,July 2018,2335,1153,785,27,25,345
NMPLOL,June 2018,1696,714,690,26,19,247
NMPLOL,May 2018,1048,385,482,11,20,150
NMPLOL,April 2018,759,183,457,11,17,91
NMPLOL,March 2018,1032,339,520,7,13,130
NMPLOL,February 2018,790,220,459,7,13,91
NMPLOL,January 2018,319,44,222,4,8,41
NMPLOL,December 2017,51,13,28,2,3,5
NMPLOL,November 2017,1066,338,558,10,18,142
NMPLOL,October 2017,195,45,115,4,5,26
NMPLOL,September 2017,305,48,206,6,4,41
NMPLOL,August 2017,209,36,136,2,5,30
NMPLOL,July 2017,374,73,240,4,6,51
NMPLOL,June 2017,311,48,211,3,8,41
NMPLOL,May 2017,126,43,67,0,1,15
NMPLOL,April 2017,214,89,100,0,0,25
NMPLOL,March 2017,298,112,150,0,0,36
NMPLOL,February 2017,446,170,219,0,0,57
NMPLOL,January 2017,389,148,192,0,0,49
NMPLOL,December 2016,244,84,132,0,0,28
NMPLOL,November 2016,106,32,63,0,0,11
NMPLOL,October 2016,56,29,22,0,0,5
NMPLOL,September 2016,78,1,72,0,0,5
